"Bivalirudin";"OIRCOABEOLEUMC-GEJPAHFPSA-N";"Prothrombin";"F2";"yes";"inhibitor"
"Rilpivirine";"YIBOMRUWOWDFLG-ONEGZZNKSA-N";"Nuclear receptor subfamily 1 group I member 2";"NR1I2";"unknown";"agonist"
"Rilpivirine";"YIBOMRUWOWDFLG-ONEGZZNKSA-N";"Nuclear receptor subfamily 1 group I member 2";"NR1I2";"unknown";"agonist"
"Crizotinib";"KTEIFNKAUNYNJU-GFCCVEGCSA-N";"ALK tyrosine kinase receptor";"ALK";"yes";"inhibitor"
"Crizotinib";"KTEIFNKAUNYNJU-GFCCVEGCSA-N";"Hepatocyte growth factor receptor";"MET";"yes";"inhibitor"
"Ulipristal";"HKDLNTKNLJPAIY-WKWWZUSTSA-N";"Progesterone receptor";"PGR";"yes";"modulator"
"Ulipristal";"HKDLNTKNLJPAIY-WKWWZUSTSA-N";"Progesterone receptor";"PGR";"yes";"modulator"
"Ulipristal";"HKDLNTKNLJPAIY-WKWWZUSTSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"antagonist"
"Ulipristal";"HKDLNTKNLJPAIY-WKWWZUSTSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"antagonist"
"Ulipristal";"HKDLNTKNLJPAIY-WKWWZUSTSA-N";"Androgen receptor";"AR";"unknown";""
"Ulipristal";"HKDLNTKNLJPAIY-WKWWZUSTSA-N";"Androgen receptor";"AR";"unknown";""
"Fingolimod";"KKGQTZUTZRNORY-UHFFFAOYSA-N";"Sphingosine 1-phosphate receptor 5";"S1PR5";"yes";"modulator"
"Fingolimod";"KKGQTZUTZRNORY-UHFFFAOYSA-N";"Histone deacetylase 1";"HDAC1";"unknown";"inhibitor"
"Tesamorelin";"LAJJBLZKAIOLRM-YHAVXTEWSA-N";"Growth hormone-releasing hormone receptor";"GHRHR";"yes";"binder"
"Eribulin";"UFNVPOGXISZXJD-WVMZDRIUSA-N";"Apoptosis regulator Bcl-2";"BCL2";"unknown";""
"Eribulin";"UFNVPOGXISZXJD-WVMZDRIUSA-N";"Tubulin beta-1 chain";"TUBB1";"unknown";""
"Boceprevir";"LHHCSNFAOIFYRV-DOVBMPENSA-N";"NS3/4A protein";"NS3/4A";"yes";"inhibitor"
"Fidaxomicin";"ZVGNESXIJDCBKN-KFGPIHIUSA-N";"RNA polymerase sigma factor";"sigA1";"yes";"inhibitor"
"Cabozantinib";"ONIQOQHATWINJY-UHFFFAOYSA-N";"Hepatocyte growth factor receptor";"MET";"yes";"antagonist"
"Cabozantinib";"ONIQOQHATWINJY-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 2";"KDR";"yes";"antagonist"
"Cabozantinib";"ONIQOQHATWINJY-UHFFFAOYSA-N";"Proto-oncogene tyrosine-protein kinase receptor Ret";"RET";"yes";"antagonist"
"Ruxolitinib";"HFNKQEVNSGCOJV-OAHLLOKOSA-N";"Tyrosine-protein kinase JAK1";"JAK1";"yes";"inhibitor"
"Ruxolitinib";"HFNKQEVNSGCOJV-OAHLLOKOSA-N";"Tyrosine-protein kinase JAK2";"JAK2";"yes";"inhibitor"
"Teriflunomide";"UTNUDOFZCWSZMS-YFHOEESVSA-N";"Dihydroorotate dehydrogenase (quinone), mitochondrial";"DHODH";"unknown";"inhibitor"
"Vemurafenib";"GPXBXXGIAQBQNI-UHFFFAOYSA-N";"Serine/threonine-protein kinase B-raf";"BRAF";"yes";"inhibitor"
"Linagliptin";"LTXREWYXXSTFRX-QGZVFWFLSA-N";"Dipeptidyl peptidase 4";"DPP4";"yes";"inhibitor"
"Linagliptin";"LTXREWYXXSTFRX-QGZVFWFLSA-N";"Dipeptidyl peptidase 4";"DPP4";"yes";"inhibitor"
"Linagliptin";"LTXREWYXXSTFRX-QGZVFWFLSA-N";"Dipeptidyl peptidase 4";"DPP4";"yes";"inhibitor"
"Perampanel";"PRMWGUBFXWROHD-UHFFFAOYSA-N";"Glutamate receptor 1";"GRIA1";"yes";"antagonist"
"Carfilzomib";"BLMPQMFVWMYDKT-NZTKNTHTSA-N";"Proteasome subunit beta type-5";"PSMB5";"yes";"inhibitor"
"Carfilzomib";"BLMPQMFVWMYDKT-NZTKNTHTSA-N";"Proteasome subunit beta type-8";"PSMB8";"yes";"inhibitor"
"Carfilzomib";"BLMPQMFVWMYDKT-NZTKNTHTSA-N";"Proteasome subunit beta type-1";"PSMB1";"yes";"inhibitor"
"Carfilzomib";"BLMPQMFVWMYDKT-NZTKNTHTSA-N";"Proteasome subunit beta type-9";"PSMB9";"yes";"inhibitor"
"Carfilzomib";"BLMPQMFVWMYDKT-NZTKNTHTSA-N";"Proteasome subunit beta type-2";"PSMB2";"yes";"inhibitor"
"Carfilzomib";"BLMPQMFVWMYDKT-NZTKNTHTSA-N";"Proteasome subunit beta type-10";"PSMB10";"yes";"inhibitor"
"Linaclotide";"KXGCNMMJRFDFNR-WDRJZQOASA-N";"Heat-stable enterotoxin receptor";"GUCY2C";"yes";"agonist"
"Mirabegron";"PBAPPPCECJKMCM-IBGZPJMESA-N";"Beta-3 adrenergic receptor";"ADRB3";"yes";"agonist"
"Tofacitinib";"UJLAWZDWDVHWOW-YPMHNXCESA-N";"Tyrosine-protein kinase JAK1";"JAK1";"yes";"inhibitor"
"Tofacitinib";"UJLAWZDWDVHWOW-YPMHNXCESA-N";"Tyrosine-protein kinase JAK2";"JAK2";"yes";"antagonistinhibitor"
"Tofacitinib";"UJLAWZDWDVHWOW-YPMHNXCESA-N";"Tyrosine-protein kinase JAK3";"JAK3";"yes";"inhibitor"
"Tofacitinib";"UJLAWZDWDVHWOW-YPMHNXCESA-N";"Non-receptor tyrosine-protein kinase TYK2";"TYK2";"unknown";""
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 1";"FLT1";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 2";"KDR";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 3";"FLT4";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Mast/stem cell growth factor receptor Kit";"KIT";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Platelet-derived growth factor receptor alpha";"PDGFRA";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Platelet-derived growth factor receptor beta";"PDGFRB";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Fibroblast growth factor receptor 1";"FGFR1";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Fibroblast growth factor receptor 2";"FGFR2";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Angiopoietin-1 receptor";"TEK";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Discoidin domain-containing receptor 2";"DDR2";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"High affinity nerve growth factor receptor";"NTRK1";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Ephrin type-A receptor 2";"EPHA2";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"RAF proto-oncogene serine/threonine-protein kinase";"RAF1";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Serine/threonine-protein kinase B-raf";"BRAF";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Mitogen-activated protein kinase 11";"MAPK11";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Tyrosine-protein kinase FRK";"FRK";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Tyrosine-protein kinase ABL1";"ABL1";"yes";"inhibitor"
"Regorafenib";"FNHKPVJBJVTLMP-UHFFFAOYSA-N";"Proto-oncogene tyrosine-protein kinase receptor Ret";"RET";"yes";"inhibitor"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"yes";"antagonist"
"Aclidinium";"ASMXXROZKSBQIH-VITNCHFBSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"yes";"antagonist"
"Enzalutamide";"WXCXUHSOUPDCQV-UHFFFAOYSA-N";"Androgen receptor";"AR";"yes";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Tyrosine-protein kinase ABL1";"ABL1";"yes";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Breakpoint cluster region protein";"BCR";"yes";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Mast/stem cell growth factor receptor Kit";"KIT";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Proto-oncogene tyrosine-protein kinase receptor Ret";"RET";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Angiopoietin-1 receptor";"TEK";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Receptor-type tyrosine-protein kinase FLT3";"FLT3";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Fibroblast growth factor receptor 1";"FGFR1";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Fibroblast growth factor receptor 2";"FGFR2";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Fibroblast growth factor receptor 3";"FGFR3";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Fibroblast growth factor receptor 4";"FGFR4";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Tyrosine-protein kinase Lck";"LCK";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Proto-oncogene tyrosine-protein kinase Src";"SRC";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Tyrosine-protein kinase Lyn";"LYN";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 2";"KDR";"unknown";"inhibitor"
"Ponatinib";"PHXJVRSECIGDHY-UHFFFAOYSA-N";"Platelet-derived growth factor receptor alpha";"PDGFRA";"unknown";"inhibitor"
"Bedaquiline";"QUIJNHUBAXPXFS-XLJNKUFUSA-N";"ATP synthase subunit c";"atpE";"yes";"inhibitor"
"Fluticasone furoate";"XTULMSXFIHGYFS-VLSRWLAYSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"agonist"
"Fluticasone furoate";"XTULMSXFIHGYFS-VLSRWLAYSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"agonist"
"Fluticasone furoate";"XTULMSXFIHGYFS-VLSRWLAYSA-N";"Glucocorticoid receptor";"NR3C1";"yes";"agonist"
"Canagliflozin";"XTNGUQKDFGDXSJ-ZXGKGEBGSA-N";"Sodium/glucose cotransporter 2";"SLC5A2";"yes";"inhibitor"
"Canagliflozin";"XTNGUQKDFGDXSJ-ZXGKGEBGSA-N";"Sodium/glucose cotransporter 2";"SLC5A2";"yes";"inhibitor"
"Canagliflozin";"XTNGUQKDFGDXSJ-ZXGKGEBGSA-N";"Sodium/glucose cotransporter 1";"SLC5A1";"unknown";"inhibitor"
"Canagliflozin";"XTNGUQKDFGDXSJ-ZXGKGEBGSA-N";"Sodium/glucose cotransporter 1";"SLC5A1";"unknown";"inhibitor"
"Dimethyl fumarate";"LDCRTTXIJACKKU-ONEGZZNKSA-N";"Kelch-like ECH-associated protein 1";"KEAP1";"yes";"binder"
"Dimethyl fumarate";"LDCRTTXIJACKKU-ONEGZZNKSA-N";"Transcription factor p65";"RELA";"unknown";""
"Pomalidomide";"UVSMNLNDYGZFPF-UHFFFAOYSA-N";"Protein cereblon";"CRBN";"yes";"inhibitor"
"Pomalidomide";"UVSMNLNDYGZFPF-UHFFFAOYSA-N";"Tumor necrosis factor";"TNF";"yes";"inhibitor"
"Pomalidomide";"UVSMNLNDYGZFPF-UHFFFAOYSA-N";"Prostaglandin G/H synthase 2";"PTGS2";"yes";"inhibitor"
"Trametinib";"LIRYPHYGHXZJBZ-UHFFFAOYSA-N";"Dual specificity mitogen-activated protein kinase kinase 1";"MAP2K1";"yes";"inhibitor"
"Trametinib";"LIRYPHYGHXZJBZ-UHFFFAOYSA-N";"Dual specificity mitogen-activated protein kinase kinase 2";"MAP2K2";"yes";"inhibitor"
"Dabrafenib";"BFSMGDJOXZAERB-UHFFFAOYSA-N";"Serine/threonine-protein kinase B-raf";"BRAF";"yes";"inhibitor"
"Dabrafenib";"BFSMGDJOXZAERB-UHFFFAOYSA-N";"RAF proto-oncogene serine/threonine-protein kinase";"RAF1";"yes";"inhibitor"
"Dabrafenib";"BFSMGDJOXZAERB-UHFFFAOYSA-N";"Serine/threonine-protein kinase SIK1";"SIK1";"unknown";"inhibitor"
"Dabrafenib";"BFSMGDJOXZAERB-UHFFFAOYSA-N";"Serine/threonine-protein kinase Nek11";"NEK11";"unknown";"inhibitor"
"Dabrafenib";"BFSMGDJOXZAERB-UHFFFAOYSA-N";"LIM domain kinase 1";"LIMK1";"unknown";"inhibitor"
"Afatinib";"ULXXDDBFHOBEHA-CWDCEQMOSA-N";"Epidermal growth factor receptor";"EGFR";"yes";"inhibitor"
"Afatinib";"ULXXDDBFHOBEHA-CWDCEQMOSA-N";"Receptor tyrosine-protein kinase erbB-2";"ERBB2";"yes";"inhibitor"
"Afatinib";"ULXXDDBFHOBEHA-CWDCEQMOSA-N";"Receptor tyrosine-protein kinase erbB-4";"ERBB4";"yes";"inhibitor"
"Dolutegravir";"RHWKPHLQXYSBKR-BMIGLBTASA-N";"Integrase";"pol";"yes";"inhibitor"
"Dolutegravir";"RHWKPHLQXYSBKR-BMIGLBTASA-N";"Integrase";"pol";"yes";"inhibitor"
"Riociguat";"WXXSNCNJFUAIDG-UHFFFAOYSA-N";"Guanylate cyclase soluble subunit alpha-2";"GUCY1A2";"yes";"agoniststimulator"
"Macitentan";"JGCMEBMXRHSZKX-UHFFFAOYSA-N";"Endothelin-1 receptor";"EDNRA";"yes";"antagonist"
"Macitentan";"JGCMEBMXRHSZKX-UHFFFAOYSA-N";"Endothelin B receptor";"EDNRB";"yes";"antagonist"
"Luliconazole";"YTAOBBFIOAEMLL-REQDGWNSSA-N";"Lanosterol 14-alpha demethylase";"ERG11";"yes";"inhibitor"
"Sofosbuvir";"TTZHDVOVKQGIBA-IQWMDFIBSA-N";"RNA-dependent RNA-polymerase";"NS5b";"yes";"inhibitor"
"Sofosbuvir";"TTZHDVOVKQGIBA-IQWMDFIBSA-N";"RNA-dependent RNA-polymerase";"NS5b";"yes";"inhibitor"
"Chlorcyclizine";"WFNAKBGANONZEQ-UHFFFAOYSA-N";"Histamine H1 receptor";"HRH1";"yes";"antagonist"
"Inositol nicotinate";"MFZCIDXOLLEMOO-GYSGTQPESA-N";"Hydroxycarboxylic acid receptor 3";"HCAR3";"yes";"agonist"
"Inositol nicotinate";"MFZCIDXOLLEMOO-GYSGTQPESA-N";"Hydroxycarboxylic acid receptor 2";"HCAR2";"yes";"agonist"
"Indoramin";"JXZZEXZZKAWDSP-UHFFFAOYSA-N";"Alpha-1A adrenergic receptor";"ADRA1A";"unknown";"antagonist"
"Ifenprodil";"UYNVMODNBIQBMV-UHFFFAOYSA-N";"Glutamate receptor ionotropic, NMDA 1";"GRIN1";"yes";"antagonist"
"Ifenprodil";"UYNVMODNBIQBMV-UHFFFAOYSA-N";"Glutamate receptor ionotropic, NMDA 2B";"GRIN2B";"yes";"antagonist"
"Gemeprost";"KYBOHGVERHWSSV-VNIVIJDLSA-N";"Prostaglandin E2 receptor EP2 subtype";"PTGER2";"unknown";"agonist"
"Gemeprost";"KYBOHGVERHWSSV-VNIVIJDLSA-N";"Prostaglandin E2 receptor EP3 subtype";"PTGER3";"yes";"agonist"
"Diosmin";"GZSOSUNBTXMUFQ-YFAPSIMESA-N";"Aryl hydrocarbon receptor";"AHR";"unknown";"agonist"
"Diosmin";"GZSOSUNBTXMUFQ-YFAPSIMESA-N";"Aryl hydrocarbon receptor";"AHR";"unknown";"agonist"
"Dimetacrine";"RYQOGSFEJBUZBX-UHFFFAOYSA-N";"Acetylcholinesterase";"ACHE";"yes";"antagonist"
"Befunolol";"ZPQPDBIHYCBNIG-UHFFFAOYSA-N";"Beta-1 adrenergic receptor";"ADRB1";"unknown";""
"Befunolol";"ZPQPDBIHYCBNIG-UHFFFAOYSA-N";"Beta-2 adrenergic receptor";"ADRB2";"unknown";""
"Captodiame";"IZLPZXSZLLELBJ-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 2C";"HTR2C";"yes";"antagonist"
"Captodiame";"IZLPZXSZLLELBJ-UHFFFAOYSA-N";"Sigma non-opioid intracellular receptor 1";"SIGMAR1";"yes";"agonist"
"Captodiame";"IZLPZXSZLLELBJ-UHFFFAOYSA-N";"D(3) dopamine receptor";"DRD3";"yes";"agonist"
"Bromopride";"GIYAQDDTCWHPPL-UHFFFAOYSA-N";"D(2) dopamine receptor";"DRD2";"yes";"antagonist"
"Aliskiren";"UXOWGYHJODZGMF-QORCZRPOSA-N";"Renin";"REN";"yes";"inhibitor"
"Aliskiren";"UXOWGYHJODZGMF-QORCZRPOSA-N";"Renin";"REN";"yes";"inhibitor"
"Aliskiren";"UXOWGYHJODZGMF-QORCZRPOSA-N";"Renin";"REN";"yes";"inhibitor"
"Aliskiren";"UXOWGYHJODZGMF-QORCZRPOSA-N";"Renin";"REN";"yes";"inhibitor"
"Aliskiren";"UXOWGYHJODZGMF-QORCZRPOSA-N";"Renin";"REN";"yes";"inhibitor"
"Ledipasvir";"VRTWBAAJJOHBQU-KMWAZVGDSA-N";"Nonstructural protein 5A";"NS5A";"yes";"inhibitor"
"Vorapaxar";"ZBGXUVOIWDMMJE-QHNZEKIYSA-N";"Proteinase-activated receptor 1";"F2R";"yes";"antagonist"
"Miltefosine";"PQLXHQMOHUQAKB-UHFFFAOYSA-N";"Multidrug resistance protein 1";"ABCB1";"unknown";""
"Empagliflozin";"OBWASQILIWPZMG-QZMOQZSNSA-N";"Sodium/glucose cotransporter 2";"SLC5A2";"unknown";"antagonistinhibitor"
"Empagliflozin";"OBWASQILIWPZMG-QZMOQZSNSA-N";"Sodium/glucose cotransporter 2";"SLC5A2";"unknown";"antagonistinhibitor"
"Empagliflozin";"OBWASQILIWPZMG-QZMOQZSNSA-N";"Sodium/glucose cotransporter 2";"SLC5A2";"unknown";"antagonistinhibitor"
"Eliglustat";"FJZZPCZKBUKGGU-AUSIDOKSSA-N";"Ceramide glucosyltransferase";"UGCG";"yes";"antagonist"
"Efinaconazole";"NFEZZTICAUWDHU-RDTXWAMCSA-N";"Lanosterol 14-alpha demethylase";"ERG11";"yes";"inhibitor"
"Naloxegol";"XNKCCCKFOQNXKV-ZRSCBOBOSA-N";"Mu-type opioid receptor";"OPRM1";"yes";"antagonist"
"Ceftolozane";"JHFNIHVVXRKLEF-DCZLAGFPSA-N";"Penicillin-binding protein 1B";"ponB";"yes";"inhibitor"
"Ceftolozane";"JHFNIHVVXRKLEF-DCZLAGFPSA-N";"Penicillin-binding protein 3";"pbpB";"yes";"inhibitor"
"Ibrutinib";"XYFPWWZEPKGCCK-GOSISDBHSA-N";"Tyrosine-protein kinase BTK";"BTK";"yes";"inhibitor"
"Ceritinib";"VERWOWGGCGHDQE-UHFFFAOYSA-N";"ALK tyrosine kinase receptor";"ALK";"yes";"antagonist"
"Ciprofibrate";"KPSRODZRAIWAKH-UHFFFAOYSA-N";"Peroxisome proliferator-activated receptor alpha";"PPARA";"unknown";""
"Vortioxetine";"YQNWZWMKLDQSAC-UHFFFAOYSA-N";"Sodium-dependent serotonin transporter";"SLC6A4";"yes";"inhibitor"
"Vortioxetine";"YQNWZWMKLDQSAC-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 3A";"HTR3A";"yes";"antagonist"
"Vortioxetine";"YQNWZWMKLDQSAC-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 7";"HTR7";"yes";"antagonist"
"Vortioxetine";"YQNWZWMKLDQSAC-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1B";"HTR1B";"yes";"partial agonist"
"Vortioxetine";"YQNWZWMKLDQSAC-UHFFFAOYSA-N";"5-hydroxytryptamine receptor 1A";"HTR1A";"yes";"agonist"
"Vortioxetine";"YQNWZWMKLDQSAC-UHFFFAOYSA-N";"Beta-1 adrenergic receptor";"ADRB1";"unknown";"ligand"
"Trimetazidine";"UHWVSEOVJBQKBE-UHFFFAOYSA-N";"3-ketoacyl-CoA thiolase, peroxisomal";"ACAA1";"yes";"inhibitor"
"Tibolone";"WZDGZWOAQTVYBX-XOINTXKNSA-N";"Estrogen receptor alpha";"ESR1";"yes";"antagonistagonist"
"Tasimelteon";"PTOIAAWZLUQTIO-GXFFZTMASA-N";"Melatonin receptor type 1A";"MTNR1A";"yes";"agonist"
"Tasimelteon";"PTOIAAWZLUQTIO-GXFFZTMASA-N";"Melatonin receptor type 1B";"MTNR1B";"yes";"agonist"
"Palbociclib";"AHJRHEGDXFFMBM-UHFFFAOYSA-N";"Cyclin-dependent kinase 4";"CDK4";"yes";"inhibitor"
"Palbociclib";"AHJRHEGDXFFMBM-UHFFFAOYSA-N";"Cyclin-dependent kinase 6";"CDK6";"yes";"inhibitor"
"Olaparib";"FDLYAMZZIXQODN-UHFFFAOYSA-N";"Poly [ADP-ribose] polymerase 1";"PARP1";"yes";"inhibitor"
"Olaparib";"FDLYAMZZIXQODN-UHFFFAOYSA-N";"Poly [ADP-ribose] polymerase 2";"PARP2";"yes";"inhibitor"
"Olaparib";"FDLYAMZZIXQODN-UHFFFAOYSA-N";"Poly [ADP-ribose] polymerase 3";"PARP3";"yes";"inhibitor"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"no";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M1";"CHRM1";"no";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M2";"CHRM2";"yes";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M3";"CHRM3";"yes";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"no";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M4";"CHRM4";"no";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"no";"antagonist"
"Umeclidinium";"FVTWTVQXNAJTQP-UHFFFAOYSA-N";"Muscarinic acetylcholine receptor M5";"CHRM5";"no";"antagonist"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 1";"FLT1";"yes";"inhibitor"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 2";"KDR";"yes";"inhibitor"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Vascular endothelial growth factor receptor 3";"FLT4";"yes";"inhibitor"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Fibroblast growth factor receptor 1";"FGFR1";"yes";"inhibitor"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Fibroblast growth factor receptor 2";"FGFR2";"yes";"inhibitor"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Fibroblast growth factor receptor 3";"FGFR3";"yes";"inhibitor"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Fibroblast growth factor receptor 4";"FGFR4";"yes";"inhibitor"
"Lenvatinib";"WOSKHXYHFSIKNG-UHFFFAOYSA-N";"Mast/stem cell growth factor receptor Kit";"KIT";"yes";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Vascular endothelial growth factor receptor 1";"FLT1";"yes";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Vascular endothelial growth factor receptor 2";"KDR";"yes";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Vascular endothelial growth factor receptor 3";"FLT4";"yes";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Fibroblast growth factor receptor 1";"FGFR1";"yes";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Fibroblast growth factor receptor 2";"FGFR2";"yes";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Fibroblast growth factor receptor 3";"FGFR3";"yes";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Receptor-type tyrosine-protein kinase FLT3";"FLT3";"unknown";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Tyrosine-protein kinase Lck";"LCK";"unknown";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Tyrosine-protein kinase Lyn";"LYN";"unknown";"inhibitor"
"Nintedanib";"XZXHXSATPCNXJR-ZIADKAODSA-N";"Proto-oncogene tyrosine-protein kinase Src";"SRC";"unknown";"inhibitor"
